postal_code,category,number_licensed
L1J,MASTER HEATING INSTALLER,7
L1J,MASTER PLUMBER,10
L1J,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1J,PLUMBING CONTRACTOR,1
L1J,TAXICAB OWNER,10
L1J,TORONTO TAXICAB OWNER,1
L1J,TOW TRUCK OWNER,1
L1J 1G2,TOW TRUCK OWNER,1
L1J 1H1,PLUMBING CONTRACTOR,1
L1J 1V4,PLUMBING CONTRACTOR,1
L1J 2P2,PLUMBING & HEATING CONTRACTOR,1
L1J 2S1,BUILDING RENOVATOR,2
L1J 2S1,PLUMBING CONTRACTOR,1
L1J 3N7,PLUMBING CONTRACTOR,1
L1J 4B3,BUILDING RENOVATOR,1
L1J 4M8,BUILDING RENOVATOR,1
L1J 4X9,BUILDING RENOVATOR,1
L1J 5G6,BUILDING RENOVATOR,1
L1J 6V6,BUILDING RENOVATOR,1
L1J 7A3,HEATING CONTRACTOR,1
L1J 8G2,DRIVEWAY PAVING CONTRACTOR,1
L1K,BUILDING RENOVATOR,5
L1K,DRIVING INSTRUCTOR (V),12
L1K,HAWKER/PEDLAR WITH MOTOR VEHICLE,1
L1K,LIMOUSINE OWNER,8
L1K,MASTER HEATING INSTALLER,7
L1K,MASTER PLUMBER,10
L1K,MOBILE VENDING (FOOD TRUCK),2
L1K,MOTORIZED REFRESHMENT VEHICLE OWNER,4
L1K,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1K,PLUMBING CONTRACTOR,1
L1K,TAXICAB OWNER,11
L1K,TORONTO TAXICAB OWNER,1
L1K,TOW TRUCK OWNER,1
L1K 0C7,HEATING CONTRACTOR,1
L1K 0H3,PLUMBING CONTRACTOR,1
L1K 0M4,BUILDING RENOVATOR,1
L1K 0R5,TAXICAB OWNER,2
L1K 0R6,TOW TRUCK OWNER,7
L1K 0W8,TAXICAB OWNER,1
L1K 0W9,BUILDING RENOVATOR,1
L1K 1X6,PLUMBING CONTRACTOR,1
L1K 2A7,BUILDING RENOVATOR,1
L1K 2J6,PLUMBING CONTRACTOR,1
L1K 2J8,TAXICAB OWNER,1
L1K 2L1,TAXICAB OWNER,4
L1K 2V1,PLUMBING CONTRACTOR,1
L1K 2W3,TAXICAB OWNER,1
L1K 2X2,LIMOUSINE SERVICE COMPANY,1
L1K 3C4,BUILDING RENOVATOR,1
L1L,BUILDING RENOVATOR,1
L1L,COLLECTOR OF SECOND HAND GOODS,1
L1L,DRIVING INSTRUCTOR (V),2
L1L,LIMOUSINE OWNER,1
L1L,MASTER HEATING INSTALLER,2
L1L,MASTER PLUMBER,5
L1L,PLUMBING CONTRACTOR,2
L1L,TAXICAB OWNER,7
L1L,TORONTO TAXICAB OWNER,4
L1L 0A9,BUILDING RENOVATOR,1
L1L 0E9,TOW TRUCK OWNER,43
L1L 0H2,PLUMBING CONTRACTOR,1
L1L 0K4,TOW TRUCK OWNER,3
L1L 0K9,BUILDING RENOVATOR,1
L1L 0L6,LIMOUSINE SERVICE COMPANY,1
L1L 0P3,HEATING CONTRACTOR,1
L1L 0P5,PLUMBING CONTRACTOR,2
L1L 1A7,PLUMBING CONTRACTOR,1
L1M,BUILDING RENOVATOR,4
L1M,DRIVING INSTRUCTOR (V),1
L1M,LIMOUSINE OWNER,1
L1M,MASTER HEATING INSTALLER,7
L1M,MASTER PLUMBER,23
L1M,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1M,PLUMBING CONTRACTOR,7
L1M,TAXICAB OWNER,5
L1M,TORONTO TAXICAB OWNER,3
L1M 0A4,TORONTO TAXICAB OWNER,5
L1M 0H1,BUILDING RENOVATOR,1
L1M 1A2,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1M 1B1,PLUMBING CONTRACTOR,1
L1M 1B2,BUILDING RENOVATOR,1
L1M 1E9,BUILDING RENOVATOR,1
L1M 1G7,BUILDING RENOVATOR,1
L1M 1J1,TAXICAB OWNER,2
L1M 1K5,BUILDING RENOVATOR,1
L1M 1V2,BUILDING RENOVATOR,1
L1M 2A8,BUILDING RENOVATOR,1
L1M 2C1,BUILDING RENOVATOR,1
L1M 2E1,PLUMBING CONTRACTOR,1
L1M 2G3,PLUMBING CONTRACTOR,1
L1M 2N9,BUILDING RENOVATOR,1
L1N,BUILDING RENOVATOR,18
L1N,DRAIN LAYER,2
L1N,DRIVING INSTRUCTOR (V),3
L1N,HAWKER/PEDLAR ON FOOT,2
L1N,HAWKER/PEDLAR WITH MOTOR VEHICLE,1
L1N,HEATING CONTRACTOR,3
L1N,LIMOUSINE OWNER,4
L1N,MASTER HEATING INSTALLER,13
L1N,MASTER PLUMBER,31
L1N,MOTORIZED REFRESHMENT VEHICLE OWNER,3
L1N,PLUMBING CONTRACTOR,9
L1N,TAXICAB OWNER,12
L1N,TORONTO TAXICAB OWNER,2
L1N,TOW TRUCK OWNER,5
L1N 0E2,PLUMBING CONTRACTOR,2
L1N 1H2,PLUMBING CONTRACTOR,1
L1N 2C1,BUILDING RENOVATOR,1
L1N 2C2,TOW TRUCK OWNER,24
L1N 2E3,LIMOUSINE OWNER,3
L1N 2E3,LIMOUSINE SERVICE COMPANY,2
L1N 3K4,TOW TRUCK OWNER,5
L1N 3N3,BUILDING RENOVATOR,1
L1N 3T4,DRIVEWAY PAVING CONTRACTOR,1
L1N 4K6,BUILDING RENOVATOR,1
L1N 4K9,BUILDING RENOVATOR,1
L1N 4R9,BUILDING RENOVATOR,1
L1N 4Z7,BUILDING RENOVATOR,2
L1N 5E4,BUILDING RENOVATOR,1
L1N 5J1,BUILDING RENOVATOR,1
L1N 6A9,HEATING CONTRACTOR,1
L1N 6E7,BUILDING RENOVATOR,1
L1N 6P7,HEATING CONTRACTOR,1
L1N 6P9,PLUMBING CONTRACTOR,1
L1N 6S3,BUILDING RENOVATOR,1
L1N 6Z2,PLUMBING CONTRACTOR,1
L1N 7A7,HEATING CONTRACTOR,1
L1N 7J8,BUILDING RENOVATOR,1
L1N 8C9,BUILDING RENOVATOR,1
L1N 8L2,BUILDING RENOVATOR,1
L1N 8X3,BUILDING RENOVATOR,1
L1N 8Y1,BUILDING RENOVATOR,1
L1N 9A5,BUILDING RENOVATOR,1
L1N 9A8,PLUMBING CONTRACTOR,1
L1N 9B5,HEATING CONTRACTOR,1
L1N 9C3,BUILDING RENOVATOR,1
L1N 9E2,TOW TRUCK OWNER,9
L1N 9J8,TAXICAB OWNER,2
L1N 9K3,BUILDING RENOVATOR,2
L1N 9S6,BUILDING RENOVATOR,1
L1N 9T1,TAXICAB OWNER,1
L1N 9T7,HEATING CONTRACTOR,1
L1N 9V1,BUILDING RENOVATOR,1
L1P,BUILDING RENOVATOR,1
L1P,DRIVING INSTRUCTOR (V),8
L1P,HAWKER/PEDLAR ON FOOT,1
L1P,LIMOUSINE OWNER,2
L1P,MASTER HEATING INSTALLER,3
L1P,MASTER PLUMBER,6
L1P,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1P,PLUMBING CONTRACTOR,1
L1P,TAXICAB OWNER,12
L1P,TORONTO TAXICAB OWNER,7
L1P 0K5,TORONTO TAXICAB OWNER,2
L1P 0L7,HAWKER/PEDLAR WITH MOTOR VEHICLE,1
L1P 1A7,BUILDING RENOVATOR,1
L1P 1K7,BUILDING RENOVATOR,1
L1P 1L5,BUILDING RENOVATOR,1
L1P 1M3,TAXICAB OWNER,1
L1P 1N1,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1P 1P2,PLUMBING CONTRACTOR,2
L1P 1R1,BUILDING RENOVATOR,1
L1P 1V3,BUILDING RENOVATOR,1
L1P 1W6,BUILDING RENOVATOR,1
L1R,AUCTIONEER,2
L1R,BUILDING RENOVATOR,13
L1R,COLLECTOR OF SECOND HAND GOODS,1
L1R,DRAIN LAYER,3
L1R,DRIVEWAY PAVING CONTRACTOR,1
L1R,DRIVING INSTRUCTOR (V),16
L1R,HAWKER/PEDLAR WITH MOTOR VEHICLE,2
L1R,HEATING CONTRACTOR,1
L1R,LIMOUSINE OWNER,4
L1R,MASTER HEATING INSTALLER,4
L1R,MASTER PLUMBER,11
L1R,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1R,PLUMBING CONTRACTOR,3
L1R,TAXICAB OWNER,14
L1R,TORONTO TAXICAB OWNER,1
L1R 0G5,DRAIN CONTRACTOR,1
L1R 0N1,BUILDING RENOVATOR,1
L1R 1H1,PLUMBING CONTRACTOR,1
L1R 1J7,PLUMBING CONTRACTOR,1
L1R 1J9,TAXICAB OWNER,2
L1R 1K2,TORONTO TAXICAB OWNER,1
L1R 1M4,BUILDING RENOVATOR,1
L1R 1P3,PLUMBING CONTRACTOR,1
L1R 1W6,DRIVING SCHOOL OPERATOR (B),1
L1R 1Z7,BUILDING RENOVATOR,1
L1R 2A6,BUILDING RENOVATOR,1
L1R 2A8,PLUMBING CONTRACTOR,2
L1R 2C1,TAXICAB OWNER,2
L1R 2P7,BUILDING RENOVATOR,1
L1R 2Z5,TOW TRUCK OWNER,1
L1R 3A2,BUILDING RENOVATOR,1
L1R 3B6,BUILDING RENOVATOR,1
L1R 3E8,TOW TRUCK OWNER,1
L1R 3G8,BUILDING RENOVATOR,1
L1S,BUILDING CLEANER,1
L1S,BUILDING RENOVATOR,21
L1S,DRAIN LAYER,1
L1S,DRIVING INSTRUCTOR (V),18
L1S,HAWKER/PEDLAR ON FOOT,2
L1S,LIMOUSINE OWNER,6
L1S,MASTER HEATING INSTALLER,18
L1S,MASTER PLUMBER,22
L1S,MOTORIZED REFRESHMENT VEHICLE OWNER,6
L1S,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1S,PLUMBING CONTRACTOR,4
L1S,TAXICAB OWNER,20
L1S,TORONTO TAXICAB OWNER,4
L1S,TOW TRUCK OWNER,3
L1S 0C9,BUILDING RENOVATOR,1
L1S 1L3,HEATING CONTRACTOR,1
L1S 1N2,HEATING CONTRACTOR,1
L1S 1T5,HEATING CONTRACTOR,1
L1S 2A2,BUILDING RENOVATOR,2
L1S 2E3,BUILDING RENOVATOR,2
L1S 2H5,DRIVING SCHOOL OPERATOR (B),1
L1S 2H6,BUILDING RENOVATOR,1
L1S 2H6,DRIVING SCHOOL OPERATOR (B),1
L1S 2J9,TAXICAB OWNER,1
L1S 2N2,TAXICAB OWNER,4
L1S 2N5,TAXICAB OWNER,1
L1S 3J2,TOW TRUCK OWNER,6
L1S 3J4,BUILDING RENOVATOR,1
L1S 3K9,HEATING CONTRACTOR,1
L1S 3M2,DRIVING SCHOOL OPERATOR (B),1
L1S 3T4,HEATING CONTRACTOR,2
L1S 3X9,BUILDING RENOVATOR,1
L1S 3Y1,DRIVEWAY PAVING CONTRACTOR,1
L1S 4S2,PLUMBING CONTRACTOR,1
L1S 4S7,BUILDING RENOVATOR,2
L1S 4T1,PLUMBING CONTRACTOR,2
L1S 4Z1,BUILDING RENOVATOR,1
L1S 5A3,TOW TRUCK OWNER,1
L1S 5B8,BUILDING RENOVATOR,1
L1S 5J7,DRIVING SCHOOL OPERATOR (B),1
L1S 5X7,SECOND HAND SHOP,1
L1S 6A5,BUILDING RENOVATOR,1
L1S 6C4,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1S 6E6,TAXICAB OWNER,2
L1S 6J3,BUILDING RENOVATOR,3
L1S 6K8,TOW TRUCK OWNER,4
L1S 6L1,BUILDING RENOVATOR,1
L1S 6L2,DRIVING SCHOOL OPERATOR (B),1
L1S 6R5,BUILDING RENOVATOR,1
L1S 6S4,HEATING CONTRACTOR,1
L1S 7G1,BUILDING RENOVATOR,2
L1S 7G1,PLUMBING CONTRACTOR,3
L1S 7G8,BUILDING RENOVATOR,2
L1S 7H8,PRIVATE PARKING ENFORCEMENT AGENCY,2
L1S 7J4,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1S 7J4,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,3
L1S 7L7,TOW TRUCK OWNER,1
L1S 7M4,BUILDING RENOVATOR,2
L1S 7M9,PLUMBING CONTRACTOR,2
L1S 7N1,PLUMBING CONTRACTOR,1
L1S 7N8,BUILDING RENOVATOR,1
L1T,BUILDING RENOVATOR,29
L1T,COLLECTOR OF SECOND HAND GOODS,3
L1T,DRIVING INSTRUCTOR (V),37
L1T,DRIVING SCHOOL OPERATOR (V),1
L1T,HAWKER/PEDLAR ON FOOT,4
L1T,HAWKER/PEDLAR WITH MOTOR VEHICLE,2
L1T,HEATING CONTRACTOR,2
L1T,LIMOUSINE OWNER,21
L1T,MASTER HEATING INSTALLER,7
L1T,MASTER PLUMBER,10
L1T,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1T,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,4
L1T,PLUMBING CONTRACTOR,1
L1T,TAXICAB OWNER,67
L1T,TORONTO TAXICAB OWNER,11
L1T 0A2,PLUMBING CONTRACTOR,1
L1T 0B5,TOW TRUCK OWNER,7
L1T 0B8,TOW TRUCK OWNER,2
L1T 0E9,BUILDING RENOVATOR,1
L1T 0H6,TAXICAB OWNER,2
L1T 0J3,LIMOUSINE OWNER,1
L1T 0M4,DRIVING SCHOOL OPERATOR (B),1
L1T 1P6,BUILDING RENOVATOR,1
L1T 2B6,BUILDING RENOVATOR,1
L1T 2G1,TAXICAB OWNER,1
L1T 2R7,BUILDING RENOVATOR,1
L1T 2S2,TEMPORARY SIGN PROVIDER,1
L1T 2V4,BUILDING RENOVATOR,1
L1T 2X4,BUILDING RENOVATOR,1
L1T 2Z4,TAXICAB OPERATOR,1
L1T 3E6,DRIVEWAY PAVING CONTRACTOR,1
L1T 3G2,BUILDING RENOVATOR,1
L1T 3H1,BUILDING RENOVATOR,1
L1T 3J4,BUILDING RENOVATOR,1
L1T 3J6,BUILDING RENOVATOR,1
L1T 3K6,BUILDING RENOVATOR,1
L1T 3K9,BUILDING RENOVATOR,1
L1T 3L1,BUILDING RENOVATOR,1
L1T 3M1,BUILDING RENOVATOR,1
L1T 3M9,HEATING CONTRACTOR,2
L1T 3N3,BUILDING RENOVATOR,1
L1T 3V5,BUILDING RENOVATOR,1
L1T 3W6,BUILDING RENOVATOR,1
L1T 3W8,PLUMBING CONTRACTOR,1
L1T 4B1,BUILDING RENOVATOR,1
L1T 4B8,TAXICAB OWNER,1
L1T 4E8,TAXICAB OWNER,1
L1T 4G7,TAXICAB OWNER,2
L1T 4L7,LIMOUSINE SERVICE COMPANY,1
L1T 4M6,TAXICAB OWNER,2
L1T 4N8,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1T 4P3,BUILDING RENOVATOR,1
L1T 4R6,PLUMBING CONTRACTOR,1
L1T 4S4,BUILDING RENOVATOR,1
L1T 4W2,DRIVEWAY PAVING CONTRACTOR,1
L1T 4X3,BUILDING RENOVATOR,1
L1T 4Z2,BUILDING RENOVATOR,1
L1V,BUILDING CLEANER,1
L1V,BUILDING RENOVATOR,34
L1V,COLLECTOR OF SECOND HAND GOODS,1
L1V,DRAIN CONTRACTOR,1
L1V,DRAIN LAYER,2
L1V,DRIVING INSTRUCTOR (V),35
L1V,HAWKER/PEDLAR ON FOOT,3
L1V,HAWKER/PEDLAR WITH MOTOR VEHICLE,2
L1V,LIMOUSINE OWNER,4
L1V,MASTER HEATING INSTALLER,17
L1V,MASTER PLUMBER,45
L1V,MOBILE VENDING (ICE CREAM TRUCK),3
L1V,MOTORIZED REFRESHMENT VEHICLE OWNER,6
L1V,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1V,PLUMBING CONTRACTOR,13
L1V,TAXICAB OWNER,49
L1V,TORONTO TAXICAB OWNER,9
L1V,TOW TRUCK OWNER,10
L1V 1A1,BUILDING RENOVATOR,2
L1V 1G4,PLUMBING CONTRACTOR,1
L1V 1G4,TOW TRUCK OWNER,4
L1V 1H6,TOW TRUCK OWNER,1
L1V 1K4,TOW TRUCK OWNER,2
L1V 1L1,BUILDING RENOVATOR,1
L1V 1M7,PLUMBING CONTRACTOR,1
L1V 1P3,BUILDING RENOVATOR,1
L1V 1P9,BUILDING RENOVATOR,1
L1V 1S4,BUILDING RENOVATOR,1
L1V 1S6,BUILDING RENOVATOR,1
L1V 1T2,PLUMBING CONTRACTOR,1
L1V 1T8,BUILDING RENOVATOR,1
L1V 1W9,BUILDING RENOVATOR,1
L1V 2G3,DRIVEWAY PAVING CONTRACTOR,2
L1V 2G3,HEATING CONTRACTOR,1
L1V 2P9,PLUMBING CONTRACTOR,1
L1V 2P9,TAXICAB OWNER,1
L1V 2S7,BUILDING RENOVATOR,2
L1V 2V4,PUBLIC GARAGE,1
L1V 2Z4,HEATING CONTRACTOR,1
L1V 2Z7,BUILDING RENOVATOR,2
L1V 3A1,TAXICAB OWNER,1
L1V 3A4,BUILDING RENOVATOR,1
L1V 3A7,BUILDING RENOVATOR,1
L1V 3E3,BUILDING RENOVATOR,1
L1V 3H4,BUILDING RENOVATOR,1
L1V 3H9,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1V 3M9,DRIVING SCHOOL OPERATOR (B),1
L1V 3N2,BUILDING RENOVATOR,1
L1V 3N5,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1V 3P4,DRIVING SCHOOL OPERATOR (B),1
L1V 3T5,BUILDING RENOVATOR,1
L1V 3V1,BUILDING RENOVATOR,1
L1V 3W5,BUILDING RENOVATOR,1
L1V 3Y4,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1V 3Y5,BUILDING RENOVATOR,1
L1V 4N5,BUILDING RENOVATOR,2
L1V 4P7,BUILDING RENOVATOR,2
L1V 4S8,BUILDING RENOVATOR,1
L1V 5B8,PLUMBING & HEATING CONTRACTOR,1
L1V 5M9,TAXICAB OWNER,1
L1V 5N6,PLUMBING CONTRACTOR,1
L1V 5P5,BUILDING RENOVATOR,1
L1V 5R6,PLUMBING CONTRACTOR,1
L1V 5S2,PLUMBING CONTRACTOR,1
L1V 5S4,TAXICAB OWNER,4
L1V 5S6,BUILDING RENOVATOR,1
L1V 5T7,BUILDING RENOVATOR,1
L1V 5V6,PLUMBING & HEATING CONTRACTOR,1
L1V 5W6,PLUMBING CONTRACTOR,2
L1V 5X8,BUILDING RENOVATOR,2
L1V 5Y5,BUILDING RENOVATOR,1
L1V 5Y6,BUILDING RENOVATOR,1
L1V 5Y6,PLUMBING & HEATING CONTRACTOR,1
L1V 5Z6,BUILDING RENOVATOR,1
L1V 6A3,PLUMBING & HEATING CONTRACTOR,2
L1V 6B1,PLUMBING & HEATING CONTRACTOR,1
L1V 6B5,RETAIL STORE (FOOD),1
L1V 6E3,TAXICAB OWNER,1
L1V 6E8,TAXICAB OWNER,1
L1V 6G4,TOW TRUCK OWNER,4
L1V 6J8,PLUMBING CONTRACTOR,1
L1V 6L1,TAXICAB OWNER,1
L1V 6L9,TOW TRUCK OWNER,6
L1V 6N2,DRIVING SCHOOL OPERATOR (B),2
L1V 6P4,BUILDING RENOVATOR,1
L1V 6P8,HEATING CONTRACTOR,1
L1V 6T4,HEATING CONTRACTOR,1
L1V 6W8,HEATING CONTRACTOR,1
L1V 7A6,TOW TRUCK OWNER,3
L1V 7B3,PLUMBING CONTRACTOR,2
L1V 7B9,DRIVEWAY PAVING CONTRACTOR,1
L1V 7C5,PLUMBING CONTRACTOR,1
L1V 7G2,BUILDING RENOVATOR,1
L1V 7G2,TAXICAB OWNER,1
L1V 7G8,BUILDING RENOVATOR,1
L1W,BUILDING RENOVATOR,20
L1W,CHIMNEY REPAIRMAN,1
L1W,DRAIN CONTRACTOR,1
L1W,DRAIN LAYER,2
L1W,DRIVING INSTRUCTOR (V),8
L1W,HEATING CONTRACTOR,2
L1W,LIMOUSINE OWNER,1
L1W,MASTER HEATING INSTALLER,6
L1W,MASTER PLUMBER,16
L1W,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1W,PLUMBING CONTRACTOR,2
L1W,TAXICAB OWNER,25
L1W,TORONTO TAXICAB OWNER,1
L1W,TOW TRUCK OWNER,1
L1W 1A2,TAXICAB OWNER,2
L1W 1C2,BUILDING RENOVATOR,1
L1W 1R6,BUILDING RENOVATOR,1
L1W 1T3,BUILDING RENOVATOR,1
L1W 1Y5,PLUMBING CONTRACTOR,1
L1W 1Z6,BUILDING RENOVATOR,1
L1W 1Z7,PLUMBING & HEATING CONTRACTOR,2
L1W 1Z9,BUILDING RENOVATOR,1
L1W 2B8,BUILDING RENOVATOR,1
L1W 2G8,TAXICAB OWNER,5
L1W 2H1,BUILDING RENOVATOR,1
L1W 2L2,TAXICAB OWNER,2
L1W 2L5,BUILDING RENOVATOR,1
L1W 2M5,TAXICAB OWNER,1
L1W 2M6,BUILDING RENOVATOR,2
L1W 2M7,HEATING CONTRACTOR,1
L1W 2M8,BUILDING RENOVATOR,1
L1W 2N5,BUILDING RENOVATOR,1
L1W 2S6,BUILDING RENOVATOR,1
L1W 2S8,TAXICAB OWNER,1
L1W 2X9,BUILDING RENOVATOR,1
L1W 2X9,PLUMBING CONTRACTOR,1
L1W 2Y5,BUILDING RENOVATOR,1
L1W 2Y7,MOTORIZED REFRESHMENT VEHICLE OWNER,5
L1W 3E6,BUILDING RENOVATOR,3
L1W 3E6,PLUMBING CONTRACTOR,3
L1W 3G7,DRIVING SCHOOL OPERATOR (B),1
L1W 3G8,DRAIN CONTRACTOR,2
L1W 3H2,BUILDING RENOVATOR,1
L1W 3K2,BUILDING RENOVATOR,1
L1W 3L8,PLUMBING CONTRACTOR,1
L1W 3N2,BUILDING RENOVATOR,1
L1W 3N4,BUILDING RENOVATOR,1
L1W 3N9,BUILDING RENOVATOR,1
L1W 3N9,TOW TRUCK OWNER,5
L1W 3P1,PRIVATE PARKING ENFORCEMENT AGENCY,1
L1W 3S8,BUILDING RENOVATOR,1
L1W 3V4,HEATING CONTRACTOR,1
L1W 3V4,PLUMBING CONTRACTOR,1
L1W 3V5,BUILDING RENOVATOR,1
L1W 3V5,HEATING CONTRACTOR,6
L1W 3V7,PLUMBING & HEATING CONTRACTOR,1
L1W 3W1,PLUMBING CONTRACTOR,1
L1W 3W5,BUILDING RENOVATOR,1
L1W 3W7,TAXICAB OWNER,1
L1W 3X9,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1W 3X9,PLUMBING CONTRACTOR,1
L1W 3Z2,PLUMBING & HEATING CONTRACTOR,1
L1W 3Z2,TEMPORARY MOBILE FIREWORKS VENDOR,2
L1W 4A8,BUILDING RENOVATOR,1
L1W 4B1,BUILDING RENOVATOR,1
L1X,BUILDING RENOVATOR,5
L1X,CHIMNEY REPAIRMAN,1
L1X,COLLECTOR OF SECOND HAND GOODS,1
L1X,DRAIN LAYER,2
L1X,DRIVING INSTRUCTOR (V),19
L1X,HAWKER/PEDLAR ON FOOT,3
L1X,HAWKER/PEDLAR WITH MOTOR VEHICLE,2
L1X,LIMOUSINE OWNER,7
L1X,MASTER HEATING INSTALLER,4
L1X,MASTER PLUMBER,9
L1X,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1X,PLUMBING CONTRACTOR,2
L1X,TAXICAB OWNER,41
L1X,TORONTO TAXICAB OWNER,6
L1X,TOW TRUCK OWNER,4
L1X 0A6,TAXICAB OWNER,3
L1X 0B2,TOW TRUCK OWNER,53
L1X 0C2,DRIVEWAY PAVING CONTRACTOR,1
L1X 0C8,TOW TRUCK OWNER,11
L1X 0C9,MOBILE VENDING (FOOD TRUCK),3
L1X 0C9,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1X 0E2,DRIVEWAY PAVING CONTRACTOR,1
L1X 0E4,PLUMBING CONTRACTOR,1
L1X 0G3,TOW TRUCK OWNER,1
L1X 0G6,BUILDING RENOVATOR,1
L1X 0J9,BUILDING RENOVATOR,1
L1X 1A3,MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1X 1B5,DRAIN CONTRACTOR,1
L1X 2C6,BUILDING RENOVATOR,1
L1X 2H2,PLUMBING CONTRACTOR,1
L1X 2N1,BUILDING RENOVATOR,1
L1X 2N9,PLUMBING CONTRACTOR,1
L1X 2P7,BUILDING RENOVATOR,1
L1X 2R4,BUILDING RENOVATOR,2
L1X 2V7,BUILDING RENOVATOR,1
L1X 2W9,HEATING CONTRACTOR,1
L1Y,BUILDING RENOVATOR,2
L1Y,HAWKER/PEDLAR ON FOOT,1
L1Y,HEATING CONTRACTOR,1
L1Y,MASTER HEATING INSTALLER,2
L1Y,MASTER PLUMBER,7
L1Y,TAXICAB OWNER,1
L1Y,TOW TRUCK OWNER,2
L1Y 0A6,PLUMBING CONTRACTOR,1
L1Y 1A2,BUILDING RENOVATOR,3
L1Y 1A7,PLUMBING CONTRACTOR,4
L1Y 1B4,PLUMBING CONTRACTOR,2
L1Y 1B7,BUILDING RENOVATOR,1
L1Y 1C1,BUILDING RENOVATOR,1
L1Y 1H8,BUILDING RENOVATOR,2
L1Z,BUILDING RENOVATOR,9
L1Z,COLLECTOR OF SECOND HAND GOODS,1
L1Z,DRIVING INSTRUCTOR (V),18
L1Z,HAWKER/PEDLAR ON FOOT,2
L1Z,HAWKER/PEDLAR WITH PUSH CART,1
L1Z,HEATING CONTRACTOR,1
L1Z,LIMOUSINE OWNER,1
L1Z,MASTER HEATING INSTALLER,6
L1Z,MASTER PLUMBER,7
L1Z,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,2
L1Z,PLUMBING CONTRACTOR,1
L1Z,TAXICAB OWNER,43
L1Z,TORONTO TAXICAB OWNER,12
L1Z,TOW TRUCK OWNER,1
L1Z 0A6,TOW TRUCK OWNER,1
L1Z 0A7,BUILDING RENOVATOR,1
L1Z 0B9,BUILDING RENOVATOR,1
L1Z 0C9,PLUMBING & HEATING CONTRACTOR,1
L1Z 0E3,TOW TRUCK OWNER,1
L1Z 0G3,TAXICAB OWNER,1
L1Z 0H1,PLUMBING CONTRACTOR,1
L1Z 0H2,TOW TRUCK OWNER,4
L1Z 0N6,DRIVING SCHOOL OPERATOR (B),1
L1Z 0S4,TOW TRUCK OWNER,4
L1Z 0T5,DRIVING SCHOOL OPERATOR (B),1
L1Z 1J2,BUILDING RENOVATOR,1
L1Z 1J3,DRIVING SCHOOL OPERATOR (B),1
L1Z 1J8,BUILDING RENOVATOR,1
L1Z 1P7,MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1Z 1P7,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L1Z 1R1,TAXICAB OWNER,1
L1Z 1R3,BUILDING RENOVATOR,1
L1Z 1R5,TAXICAB OWNER,1
L1Z 1S1,PLUMBING CONTRACTOR,2
L1Z 1X6,BUILDING RENOVATOR,1
L1Z 1X6,HEATING CONTRACTOR,1
L1Z 2A3,BUILDING RENOVATOR,1
L2A,DRIVING INSTRUCTOR (V),1
L2A,MASTER PLUMBER,2
L2A,PLUMBING CONTRACTOR,1
L2E,DRIVING INSTRUCTOR (V),2
L2E,PLUMBING CONTRACTOR,1
L2E,TAXICAB OWNER,1
L2E 6A4,INSULATION INSTALLER,1
L2E 6S5,PLUMBING & HEATING CONTRACTOR,1
L2G,HAWKER/PEDLAR WITH MOTOR VEHICLE,1
L2G,MASTER HEATING INSTALLER,1
L2G,MASTER PLUMBER,1
L2G,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
L2G 3T5,LIMOUSINE OWNER,1
L2G 5L6,LIMOUSINE OWNER,4
L2H,DRIVING INSTRUCTOR (V),1
L2H,HAWKER/PEDLAR ON FOOT,1
L2H,MASTER PLUMBER,1
L2H,TAXICAB OWNER,2
L2H,TORONTO TAXICAB OWNER,1
L2J 6H9,BUILDING RENOVATOR,1
L2M,MASTER HEATING INSTALLER,3
L2M,MASTER PLUMBER,2
L2M,PLUMBING CONTRACTOR,1
L2M 2B4,BUILDING RENOVATOR,1
